"Asset ID","Asset Name","Asset Type","Image","Serial Number","Company","Location","RW cycle","Status","FSA","Remarks/Purpose","Stylus ID","Warranty End","SAP Asset No","Repair History","Latitude","Longitude","Date Added","Last Activity","Group","Image URL",
"L130","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXDZZ","AATC","SIN25-5600465","8","Ready","2413","","M18021","2021/03/21","3200045","","","","2018-07-20 10:22:46","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131106.jpg",
"L129","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXFL2","AATC","M01-13","5","Ready","2413","","M18022","2021-03-21","3200045","","","","2018-07-20 10:22:10","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131105.jpg",
"L128","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXHEM","AATC","M01-13","5","Ready","2413","","M18033","2021/03/21","3200045","","","","2018-07-20 10:21:35","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131104.jpg",
"L127","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXDYW","AATC","M01-13","6","Ready","2413","","M18016","2021/03/21","3200045","","","","2018-07-20 10:18:05","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131103.jpg",
"L126","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXH6Z","AATC","M01-13","6","Ready","2413","","M18016","2021/03/21","3200045","","","","2018-07-20 10:01:20","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131102.jpg",
"L125","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXCK0","AATC","M01-13","5","Ready","2413","","M18021","2021-03-21","3200045","","","","2018-07-20 10:00:39","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131101.jpg",
"L124","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXH8Q","AATC","M01-13","6","Ready","2413","","M18016","2021/03/21","3200045","","","","2018-07-20 09:59:55","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131100.jpg",
"L123","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXCH3","AATC","M01-13","5","Ready","2413","","M18022","2021/03/21","3200045","","","","2018-07-20 09:58:16","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131099.jpg",
"L122","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXCHM","AATC","SIN25-5600459","4","Ready","2413","","M18016","2021/03/21","3200045","","","","2018-07-20 09:57:45","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131098.jpg",
"L121","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXDZ6","AATC","SIN25-5600459","13","Ready","2413","","M18021","2021/03/21","3200045","","1.40399","103.85771","2018-07-20 09:53:31","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131097.jpg",
"L120","Lenovo Yoga 370","TB-Laptop","INS F12A-1","MP1CXFN9","AATC","Isac","12","Ready","2312","Replacing L032","M18016","2021/03/21","3200045","","","","2018-07-20 09:52:48","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131096.jpg",
"L119","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXHAS","AATC","SIN24-5802229","14","Ready","2412","","M18016","2021/03/21","3200045","","","","2018-07-20 09:52:22","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131095.jpg",
"L118","Lenovo Yoga 370","TB-Laptop","NIL","MP1CXE1A","AATC","M01-13","8","Retired","NIL","BER PARTIAL","M18016","2021/03/21","3200045","2022/02/25 - AC adaptor not charging not able to boot up 2022/06/20 - Swapped crack screen  from L026 to L118","","","2018-07-20 09:51:50","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131094.jpg",
"L117","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXFMK","AATC","SIN24-5802229","16","Ready","2412","","M18022","2021/03/21","3200045","","","","2018-07-20 09:51:23","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131093.jpg",
"L116","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXFN1","AATC","SIN25-3600373","21","Ready","2413","","M18022","2021/03/21","3200045","","","","2018-07-20 09:50:55","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131092.jpg",
"L115","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXFMK","AATC","SIN25-5500399","17","Ready","2413","","M18022","2021/03/21","3200045","","","","2018-07-20 09:50:07","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131091.jpg",
"L114","Lenovo Yoga 370","TB-Laptop","TRN F10A-1","MP1CXE11","AATC","Unknown","10","Ready","2206","","M18016","2021/03/21","3200045","Last seen M01-13 2022-07-14","","","2018-07-20 09:49:30","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131090.jpg",
"L113","Lenovo Yoga 370","TB-Laptop","INS F12A-1","MP1CXE18","AATC","Chan KF","13","Ready","2312","","M18016","2021/03/21","3200045","","","","2018-07-20 09:48:45","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131089.jpg",
"L112","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXH7S","AATC","SIN24-5502556","12","Ready","2412","","M18016","2021/03/21","3200045","","","","2018-07-20 09:44:40","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131088.jpg",
"L111","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1CXCK8","AATC","M01-13","11","Ready","2401","","M18016","2021/03/21","3200045","Retired from active svc","","","2018-07-20 09:43:52","Checked-in","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131087.jpg",
"L110","Lenovo Yoga 370","TB-Laptop","NIL","MP1CXDZE","AATC","M01-13","8","Retired","2112","BER PARTIAL","M18016","2021/03/21","3200045","Physical screen damage","","","2018-07-20 09:43:11","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131086.jpg",
"L109","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1CXH7G","AATC","M01-13","11","Ready","2406","","M18021","2021/03/21","3200045","","","","2018-07-20 09:41:58","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131085.jpg",
"L108","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXHCD","AATC","SIN25-3600373","13","Ready","2413","","M18016","2021/03/21","3200045","","","","2018-07-20 09:41:27","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131084.jpg",
"L107","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXHCF","AATC","SIN25-5500247","14","Ready","2413","","M18016","2021/03/21","3200045","","","","2018-07-20 09:40:32","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131083.jpg",
"L106","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1CXFMG","AATC","M01-13","15","Ready","2403.1","","M18016","2021/03/21","3200045","","","","2018-07-20 09:40:03","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131082.jpg",
"L105","Lenovo Yoga 370","TB-Laptop","INS F12A-1","MP1CXCJC","AATC","Corey TOH","16","Ready","2312","","M18016","2021/03/21","3200045","","","","2018-07-20 09:39:31","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131081.jpg",
"L104","Lenovo Yoga 370","TB-Laptop","INS F12A-3","MP1CXHAV","AATC","M01-13","17","Ready","2410","","M18016","2021/03/21","3200045","","","","2018-07-20 09:38:46","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131080.jpg",
"L103","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXH9D","AATC","SIN24-5802228","14","Ready","2412","","M18016","2021/03/21","3200045","","","","2018-07-20 09:38:15","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131079.jpg",
"L102","Lenovo Yoga 370","TB-Laptop","INS F10D-1","MP1CXDZU","SIA","A350 Locker","9","Ready","2413","","M18022","2021/03/21","3200045","","","","2018-07-20 09:37:45","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131078.jpg",
"L101","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXFKL","AATC","M01-13","15","Ready","2413","","M18022","2021/03/21","3200045","","","","2018-07-20 09:37:12","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131077.jpg",
"L100","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1CXDZV","AATC","M01-13","17","Ready","2409","","M18016","2021/03/21","3200045","","","","2018-07-12 14:33:59","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/130366.jpg",
"L099","Lenovo Yoga 370","TB-Laptop","TRN F10A-1","MP1CXH74","AATC","M01-13","14","Ready","2413","","M18016","2021/03/21","3200045","","","","2018-07-12 14:33:26","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/130365.jpg",
"L098","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXFLU","AATC","SIN24-5502562","18","Ready","2412","","M18033","2021/03/21","3200045","","","","2018-07-12 14:32:59","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/130364.jpg",
"L097","Lenovo Yoga 370","TB-Laptop","TRN F10A-1","MP1CXE1A","AATC","M01-13","15","Ready","2413","","M18016","2021/03/21","3200045","","","","2018-07-12 14:26:56","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/130363.jpg",
"L096","Lenovo Yoga 370","TB-Laptop","INS F10D-1","MP1CXHAY","SIA","SIA A380 Locker / Capt. Jeff Quek","11","Ready","2406","","M18016","2021/03/21","3200045","","","","2018-07-12 14:25:58","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/130362.jpg",
"L095","Lenovo Yoga 370","TB-Laptop","INS F10D-1","MP1CXHAQ","SIA","A350 Locker","10","Ready","2413","","M18022","2021/03/21","3200045","Additional Slim Tip AC adapter issued - reported loss 30/8/21","","","2018-07-12 14:25:31","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/130361.jpg",
